variables,apod_apod_example.json,donki_donki_cme.json,donki_donki_cme_analysis.json,donki_donki_flr.json,donki_donki_gst.json,donki_donki_hss.json,donki_donki_mpc.json,donki_donki_notifications.json,donki_donki_rbe.json,donki_donki_sep.json,donki_donki_wsa_enlil.json,earth_earth_assets.json,eonet_eonet_events.json,eonet_eonet_status.json,epic_epic_pt1.json,epic_epic_pt2.json,epic_epic_pt3.json,exoplanet_exoplanet_pt1.csv,exoplanet_exoplanet_pt4.csv,genelab_genelab_glds.json,genelab_genelab_metadataapi.json,genelab_genelab_multiple_study.json,genelab_genelab_single_study.json,insight_mars_weather_insight_mars_weather.json,mars_rover_photos_mars_rover_photos_pt1.json,mars_rover_photos_mars_rover_photos_pt2.json,mars_rover_photos_mars_rover_photos_pt3.json,mars_rover_photos_mars_rover_photos_pt4.json,nasa_image_and_video_nasa_image_and_video_pt1.json,neo_neo_browse.json,neo_neo_feed.json,sbdb_sbdb_pt1.json,sbdb_sbdb_pt2.json,sbdb_sbdb_pt3.json,techTransfer_techTransfer.json,techport_techport_pt1.json,techport_techport_pt2.json,techport_techport_pt3.json,techport_techport_pt4.json,total
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.@context.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.@context.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.@context.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.@context.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.@id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.@type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.@context.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.@context.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.@context.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.@context.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.@context.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.@context.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.@context.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.@context.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.@context.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.@context.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.@context.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.links.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000244.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.links.musmusculus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.@context.@vocab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.@context.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.@context.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.@context.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.@context.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.@context.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.@context.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.@id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.@type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.@context.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.@context.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.@context.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.@context.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.@context.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.@context.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.@context.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.@context.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.@context.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.@context.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.@context.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.links.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.organisms.ontologies.musmusculus.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.samples.s_RR3_Liver-txt.header,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.samples.s_RR3_Liver-txt.raw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.samples.s_RR3_Liver-txt.table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.comments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.description,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.identifier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.ontologySourceReferences,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.people,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.publicReleaseDate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.publications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.submissionDate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.title,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
sun_j2000_position.x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
sun_j2000_position.y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
sun_j2000_position.z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
sy_bmag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_bmagerr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_bmagerr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_bmagstr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_dist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_disterr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_disterr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_diststr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_gaiamag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_gaiamagerr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_gaiamagerr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_gaiamagstr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_gmag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_gmagerr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_gmagerr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_gmagstr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_hmag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_hmagerr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_hmagerr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_hmagstr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_icmag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_icmagerr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_icmagerr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_icmagstr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_imag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_imagerr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_imagerr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_imagstr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sy_jmag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
